,ein,name,ico,street,city,state,zip,group,subsection,affiliation,classification,ruling,deductibility,foundation,activity,organization,status,tax_period,asset_cd,income_cd,filing_req_cd,pf_filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,ntee_cd,sort_name
320,361894017,UNITED CREDIT UNION,% JOHN LENZ,4444 S PULASKI RD,CHICAGO,IL,60632-4011,0,14,3,1000,200102,2,0,0,1,1,201812.0,9,7,1,0,12,203864202.0,6756927.0,6756927.0,W61,
321,361932435,COMMUNITY TRUST CREDIT UNION,,1313 N SKOKIE HWY,GURNEE,IL,60031-2126,0,14,3,1000,196009,2,0,251603000,5,1,201912.0,9,7,1,0,12,225966161.0,9500650.0,9500650.0,W61,
322,361936022,CONSUMERS COOPERATIVE CREDIT UNION,% CONSUMERS COOPERATIVE CREDIT UNIO,1075 TRI STATE PKWY STE 850,GURNEE,IL,60031-9182,0,14,3,1000,198001,2,0,251603000,5,1,201912.0,9,9,1,0,12,1332600988.0,86644006.0,86644006.0,,
323,362009178,FIRST NORTHERN CREDIT UNION,,230 W MONROE ST STE 2850,CHICAGO,IL,60606-4975,0,14,3,1000,194505,2,0,251603000,5,1,201912.0,9,8,1,0,12,302789767.0,19563171.0,14563171.0,,
324,362146035,ABRI CREDIT UNION,,1350 W RENWICK RD,ROMEOVILLE,IL,60446-5345,0,14,3,1000,194912,2,0,251603000,5,1,201912.0,9,8,1,0,12,326970723.0,15768049.0,15728049.0,,
325,362217287,CORNERSTONE CREDIT UNION,,550 W MEADOWS DR,FREEPORT,IL,61032-7610,0,14,3,1000,194109,2,0,251603000,5,1,201812.0,9,7,1,0,12,116104761.0,6534631.0,6479141.0,W61,
326,362258412,WAUKEGAN MUNICIPAL EMPLOYEES CREDIT UNION,% WAUKEGAN MUNICIPAL EMPLOYEE CREDT,1075 TRI STATE PKWY STE 850,GURNEE,IL,60031-9182,0,14,3,1000,193706,2,0,251603000,5,1,201812.0,6,3,1,0,12,1358301.0,63917.0,63917.0,,
327,362261513,MWRD EMPLOYEES CREDIT UNION,% MWRD EMPLOYEES CREDIT UNION,100 E ERIE,CHICAGO,IL,60611-2829,0,14,3,1000,195306,2,0,251603000,5,1,201912.0,8,6,1,0,12,35642066.0,1338129.0,1338129.0,,MWRD
328,362261646,FIELDSTONE CREDIT UNION,,395 N KINZIE AVE,BRADLEY,IL,60915-1220,0,14,3,1000,195311,2,0,251603000,5,1,201912.0,8,6,1,0,12,45690262.0,2348046.0,2348046.0,,
329,362274673,KANKAKEE TERMINAL BELT CREDIT UNION,,1370 W COURT ST,KANKAKEE,IL,60901-3345,0,14,3,1000,195311,2,0,251603000,5,1,201912.0,7,4,0,0,12,5406453.0,374734.0,374734.0,,
330,362282191,FINANCIAL PLUS CREDIT UNION,% JEAN MCDONALD,800 CHESTNUT ST,OTTAWA,IL,61350-4907,0,14,3,1000,195108,2,0,251603000,5,1,201912.0,9,8,1,0,12,337335921.0,17514647.0,17514647.0,W61,
331,362282246,2 RIVERS AREA CREDIT UNION,,296 W JEFFERY ST,KANKAKEE,IL,60901-4957,0,14,3,1000,195109,2,0,251603000,5,1,201912.0,8,6,1,0,12,18161752.0,1182129.0,1182129.0,,
332,362313457,CSX CHICAGO TERMINAL CREDIT UNION,,13601 S PERRY AVE,RIVERDALE,IL,60827-1655,0,14,3,1000,195507,2,0,251603000,5,1,201812.0,6,4,1,0,12,4476831.0,194881.0,194881.0,,
333,362334042,ILLINOIS VALLEY CREDIT UNION,% LORI SIENSA,2107 MARQUETTE RD,PERU,IL,61354-1539,0,14,3,1000,195505,0,0,0,0,1,201912.0,8,6,1,0,12,28279291.0,1647927.0,1647927.0,,
334,362334218,GENERATIONS CREDIT UNION,% KAREN JURASEK,5618 HARRISON AVE,ROCKFORD,IL,61108-8110,0,14,3,1000,194403,2,0,251603000,5,1,201912.0,8,5,1,0,12,18490100.0,900413.0,900413.0,,
335,362351886,AMERICAN NICKELOID EMPLOYEES CREDIT UNION,,154 3RD ST,LA SALLE,IL,61301-2312,0,14,3,1000,195505,2,0,251603000,5,1,201812.0,8,4,1,0,12,12483348.0,464688.0,464688.0,,
336,362364054,AAEC CREDIT UNION,,1104 S ARLINGTON HEIGHTS RD,ARLINGTON HTS,IL,60005-3141,0,14,3,1000,195502,2,0,251603000,5,1,201912.0,9,6,1,0,12,80259682.0,2830465.0,2830465.0,,
337,362372079,NORTHWEST COMMUNITY CREDIT UNION,% JOSEPH CARROZZA,8930 WAUKEGAN RD STE 100,MORTON GROVE,IL,60053-2116,0,14,3,1000,198001,0,0,0,0,1,201812.0,9,6,1,0,12,55586201.0,1901744.0,1901744.0,,
338,362406571,MATERNITY BVM CREDIT UNION,,PO BOX 56,BOURBONNAIS,IL,60914-0056,0,14,3,1000,195705,2,0,251603000,5,1,201912.0,8,4,1,0,12,11848242.0,324801.0,320362.0,W61Z,
339,362412022,HARVARD COMMUNITY CREDIT UNION,,1200 S DIVISION ST,HARVARD,IL,60033-8601,0,14,3,1000,195603,2,0,251603000,5,1,201912.0,8,5,1,0,12,18172303.0,874614.0,874614.0,,
340,362418919,FIRST CHOICE CREDIT UNION,,311 E JOLIET ST,OTTAWA,IL,61350-2211,0,14,3,1000,195308,2,0,251603000,5,1,201812.0,8,5,1,0,12,11780879.0,506648.0,506648.0,,
341,362423566,QUAD CITIES POSTAL CREDIT UNION,,4502 27TH ST,MOLINE,IL,61265-6311,0,14,3,1000,194410,2,0,251603000,5,1,201912.0,7,4,1,0,12,6825377.0,327229.0,327229.0,,
342,362424927,COMMONWEALTH CREDIT UNION,,PO BOX 380,BOURBONNAIS,IL,60914-0380,0,14,3,1000,195109,2,0,251603000,5,1,201912.0,9,6,1,0,12,84998155.0,4126981.0,4126981.0,,
343,362427685,SORENG EMPLOYEES CREDIT UNION,% NIRAV PARIKH,1222 HAMILTON PKWY,ITASCA,IL,60143-1160,0,14,1,1000,200201,2,0,0,1,1,201812.0,0,0,2,0,12,0.0,0.0,0.0,W61,
344,362429148,AURORA POLICEMEN CREDIT UNION,,1200 E INDIAN TRL,AURORA,IL,60505-1896,0,14,3,1000,195605,2,0,251603000,5,1,201812.0,8,5,1,0,12,17163970.0,553581.0,553581.0,,
345,362440414,SELECT EMPLOYEES CREDIT UNION,,2412 FREEPORT RD,STERLING,IL,61081-7626,0,14,3,1000,195711,2,0,251603000,5,1,201912.0,8,6,1,0,12,45845335.0,2470203.0,2454851.0,,
346,362440942,GLENVIEW CREDIT UNION,,1631 WAUKEGAN RD,GLENVIEW,IL,60025-2152,0,14,3,1000,194202,2,0,251603000,5,1,201912.0,8,5,1,0,12,15949176.0,640919.0,640919.0,,
347,362442996,SERVICE PLUS CREDIT UNION,,2110 53RD ST,MOLINE,IL,61265-3652,0,14,3,1000,195011,2,0,251603000,5,1,201812.0,8,5,1,0,12,21845248.0,930745.0,930745.0,,
348,362443404,KANKAKEE FEDERATION OF TEACHERS CREDIT UNION,,1200 W JEFFERY ST,KANKAKEE,IL,60901-4667,0,14,3,1000,195701,2,0,251603000,5,1,201912.0,7,4,1,0,12,9061761.0,325151.0,325151.0,,
349,362443815,LEYDEN CREDIT UNION,% LEYD,2701 N 25TH AVE,FRANKLIN PARK,IL,60131-3327,0,14,3,1000,195602,2,0,251603000,5,1,201912.0,9,6,1,0,12,85735028.0,2753958.0,2753958.0,,
350,362464697,ADVANTAGE ONE CREDIT UNION,% SUSAN BENTLY,204 N JACKSON ST,MORRISON,IL,61270-3039,0,14,3,1000,200210,2,0,200000000,1,1,201912.0,8,6,1,0,12,21145532.0,1022829.0,1022829.0,,
351,362472059,DEERE EMPLOYEES CREDIT UNION,% MICHAEL G TAGHON,PO BOX 339,MOLINE,IL,61266-0339,0,14,3,1000,193510,2,0,251603000,5,1,201812.0,9,9,1,0,12,1039065095.0,51717341.0,51717341.0,W61,
352,362478670,ELITE COMMUNITY CREDIT UNION,,515 S MAIN ST,BOURBONNAIS,IL,60914-1920,0,14,3,1000,195801,2,0,251603000,5,1,201912.0,8,5,1,0,12,15066358.0,867722.0,867722.0,,
353,362479293,U S EMPLOYEES CREDIT UNION,,230 S DEARBORN ST STE 2962,CHICAGO,IL,60604-1592,0,14,3,1000,200110,2,0,0,5,1,201912.0,9,6,1,0,12,84234411.0,4663214.0,4663214.0,W61,
354,362491990,AURORA FIREFIGHTERS CREDIT UNION,,88 N LASALLE ST,AURORA,IL,60505-3333,0,14,3,1000,201401,2,0,251603000,1,1,201812.0,6,3,1,0,12,2046820.0,78342.0,78342.0,W61,
355,362494471,STREATOR ONIZED CREDIT UNION,% STREATOR ONIZED CREDIT UNION,912 N SHABBONA ST,STREATOR,IL,61364-2059,0,14,3,1000,200107,2,0,0,1,1,201912.0,9,8,1,0,12,254906098.0,16704721.0,16385295.0,W61,
356,362499489,KONE EMPLOYEES CREDIT UNION,,4502 27TH ST SUITE K,MOLINE,IL,61265-6311,0,14,3,1000,195304,2,0,251603000,5,1,201912.0,8,5,1,0,12,20070588.0,884468.0,884468.0,,
357,362499724,DUPAGE CREDIT UNION,% PRESIDENT,PO BOX 3930,NAPERVILLE,IL,60567-3930,0,14,3,1000,195601,2,0,251603000,5,1,201812.0,9,9,1,0,12,356000498.0,87082988.0,20341033.0,,
358,362499947,DUPAGE COUNTY EMPLOYEES CREDIT UNION,,421 N COUNTY FARM RD,WHEATON,IL,60187-3978,0,14,3,1000,195410,2,0,251603000,5,1,201912.0,8,5,1,0,12,17558708.0,626780.0,626780.0,,
359,362512001,OTTAWA HIWAY CREDIT UNION,,700 E NORRIS DR,OTTAWA,IL,61350-1628,0,14,3,1000,197010,2,0,251603000,5,1,201912.0,8,4,1,0,12,11185096.0,474550.0,474550.0,,
360,362516351,MAROON FINANCIAL CREDIT UNION,% MARO,5525 S ELLIS AVE STE C,CHICAGO,IL,60637-2925,0,14,3,1000,195708,2,0,251603000,5,1,201812.0,8,6,1,0,12,42135361.0,4253658.0,2469383.0,,
361,362523206,IH MISSISSIPPI VALLEY CREDIT UNION,% ABBY FRIEL,2500 RIVER DR,MOLINE,IL,61265-1670,0,14,3,1000,193610,2,0,251603000,5,1,201912.0,9,9,1,0,12,1477272406.0,96213751.0,95764953.0,,
362,362594101,SILGAN WHITE CAP CREDIT UNION,,1140 31ST ST,DOWNERS GROVE,IL,60515-1212,0,14,3,1000,194407,2,0,251603000,5,1,201912.0,6,3,1,0,12,2619817.0,84793.0,84793.0,,
363,362607613,C & NW PROVISO CREDIT UNION,,301 W LAKE ST,NORTHLAKE,IL,60164-2403,0,14,3,1000,200107,2,0,0,1,1,201712.0,6,4,1,0,12,2612082.0,137582.0,137582.0,W61,
364,362659309,ROCK VALLEY FEDERAL CREDIT UNION,% ROCK VALLEY CREDIT UNION,1201 CLIFFORD AVE,LOVES PARK,IL,61111-4725,0,14,3,1000,201905,2,0,0,1,1,201812.0,9,7,1,0,9,111373802.0,8366988.0,8366988.0,W61,TINA GOULD
365,362717304,MERCER CREDIT UNION,,100 SE 3RD ST,ALEDO,IL,61231-1948,0,14,3,1000,196902,2,0,251603000,5,1,201812.0,6,3,1,0,12,2284244.0,71052.0,71052.0,,
366,362889811,RIVERSIDE CREDIT UNION,% JANET FRANCOEUR,185 N FRASER AVE,KANKAKEE,IL,60901-3350,0,14,3,1000,197610,2,0,251603000,5,1,201912.0,8,6,1,0,12,31869516.0,1561777.0,1561777.0,,
367,362912893,BETHEL A M E CHURCH CREDIT UNION,% SAMUEL HARTZOG,4440 S MICHIGAN AVE,CHICAGO,IL,60653-0000,0,14,3,1000,197406,2,0,251603000,5,1,201812.0,0,0,2,0,12,0.0,0.0,0.0,,
368,362919114,REAVIS-STICKNEY CREDIT UNION,,6034 W 77TH ST,BURBANK,IL,60459-3112,0,14,3,1000,195501,2,0,251603000,5,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,,
369,363047069,HEALTHCARE ASSOCIATES CREDIT UNION,,PO BOX 3053,NAPERVILLE,IL,60566-7053,0,14,3,1000,197910,2,0,251603000,5,1,201912.0,9,8,1,0,12,363947513.0,28643360.0,19512653.0,,2487
370,363154080,PANDUIT EMPLOYEES CREDIT UNION,,18900 PANDUIT DR,TINLEY PARK,IL,60487-3600,0,14,1,1000,200108,2,0,0,1,1,201503.0,1,3,0,0,12,1.0,53581.0,53581.0,W61,
371,363664166,SERVICES CORPORATE CREDIT UNION,,1807 W DIEHL RD,NAPERVILLE,IL,60563-1890,0,14,3,1000,201009,2,0,0,1,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,W61,
372,363679911,ABBOTT LABORATORIES EMPLOYER CREDIT UNION,,325 TRI-STATE PARKWAY NO 1A,GURNEE,IL,60031-5280,0,14,3,1000,200107,2,0,0,5,1,201912.0,9,9,1,0,12,817233842.0,64637758.0,31394587.0,W61,
373,366006909,NUMARK CREDIT UNION,,PO BOX 2729,JOLIET,IL,60434-2729,0,14,3,1000,195408,2,0,251603000,5,1,201912.0,9,8,1,0,12,271954110.0,19711429.0,19483429.0,W61,
374,366054546,TEE-PAK CREDIT UNION,,1035 E MAIN ST,DANVILLE,IL,61832-6037,0,14,3,1000,195003,2,0,251603000,5,1,201912.0,8,6,1,0,12,20696158.0,1042415.0,1042415.0,,
375,366057472,PLANITES CREDIT UNION,% CHRISTINE BIASI,300 E RANDOLPH ST 14TH FLOOR,CHICAGO,IL,60601-7408,0,14,3,1000,195505,2,0,251603000,5,1,201912.0,8,6,1,0,12,32216535.0,1589738.0,1589738.0,,
376,366062499,EARTHMOVER CREDIT UNION,,2195 BASELINE RD,OSWEGO,IL,60543-6006,0,14,3,1000,195810,2,0,251603000,5,1,201912.0,9,8,1,0,12,292564037.0,17200369.0,17144896.0,,
377,366062613,PONTIAC-DWIGHT PRISON EMPLOYEES CR UN,,300 NORTH LADD ST,PONTIAC,IL,61764-1676,0,14,3,1000,196405,2,0,251603000,5,1,201812.0,7,4,1,0,12,5978953.0,143010.0,143010.0,,
378,366066647,MEMBERSALLIANCE CREDIT UNION,,2550 S ALPINE RD,ROCKFORD,IL,61108-7813,0,14,3,1000,194408,2,0,251603000,5,1,201912.0,9,8,1,0,12,194160559.0,10945696.0,10945696.0,,
379,366066772,ALLIANT CREDIT UNION,% KEVIN DEVLIN,11545 W TOUHY AVE,CHICAGO,IL,60666-5000,0,14,3,1000,196410,2,0,251603000,5,1,201812.0,9,9,1,0,12,11226543829.0,731154133.0,422344440.0,W61,
380,366066923,CHICAGO FIRE ASSOC CREDIT UNION,,10231 S WESTERN AVE,CHICAGO,IL,60643-1917,0,14,3,1000,198001,0,0,0,0,1,201912.0,7,5,1,0,12,9989658.0,501712.0,501712.0,,
381,366068452,VIBRANT CREDIT UNION,%,1900 52ND AVE,MOLINE,IL,61265-6380,0,14,3,1000,193609,2,0,251603000,5,1,201912.0,9,9,1,0,12,806652253.0,119628477.0,47037308.0,W61,
382,366070077,PARTNERSHIP FINANCIAL CREDIT UNION,,5940 LINCOLN AVE,MORTON GROVE,IL,60053-3350,0,14,3,1000,195804,2,0,251603000,5,1,201812.0,9,7,1,0,12,177796456.0,5900319.0,5900319.0,W61,
383,366073591,FIRST SECURITY CREDIT UNION,% JOHN LENZ,4444 S PULASKI RD,CHICAGO,IL,60632-4011,0,14,3,1000,193003,2,0,251603000,5,1,201812.0,7,4,1,0,12,5775121.0,474198.0,474198.0,,
384,366082259,ST JUDE CREDIT UNION,% ST JUDE CREDIT UNION,205 W MONROE ST,CHICAGO,IL,60606-5013,0,14,3,1000,198001,2,0,251603000,5,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,,
385,366083051,ETHICON SUTURE CREDIT UNION,,5235 W 65TH ST,CHICAGO,IL,60638-5700,0,14,3,1000,195205,2,0,251603000,5,1,201912.0,6,3,1,0,12,1172527.0,65330.0,65330.0,,
386,366083727,OAK LAWN MUNICIPAL EMPLOYEES C U,,9446 RAYMOND AVE,OAK LAWN,IL,60453-2434,0,14,3,1000,200106,2,0,0,1,1,201912.0,6,4,1,0,12,4360159.0,142451.0,142451.0,W61,
387,366084265,PILGRIM BAPTIST CREDIT UNION,,3300 S INDIANA AVE,CHICAGO,IL,60616-3839,0,14,3,1000,201707,2,0,0,1,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,W61,
388,366086022,FEDERAL LIFE EMPLOYEES CREDIT UNION,% STEVE MINK,3750 DEERFIELD ROAD,RIVERWOODS,IL,60015-3565,0,14,3,1000,195706,2,0,251603000,5,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,,
389,366088968,JOLIET FIRE FIGHTERS CREDIT UNION,% ROBERT SURINAK,226 MEADOW WOOD DR,JOLIET,IL,60431-4810,0,14,3,1000,195805,2,0,251603000,5,1,201912.0,7,4,1,0,12,6689389.0,225203.0,225203.0,,
390,366089357,EVANSTON FIREMENS CREDIT UNION,,702 MADISON ST,EVANSTON,IL,60202-2205,0,14,3,1000,195001,2,0,251603000,5,1,201812.0,6,4,1,0,12,1884671.0,122663.0,72663.0,,
391,366091357,BLACKHAWK AREA CU,% RHONDA SCHROEDER,PO BOX 328,SAVANNA,IL,61074-0328,0,14,3,1000,196008,2,0,251603000,5,1,201912.0,8,6,1,0,12,33863489.0,1629051.0,1629051.0,,
392,366110489,ROCKFORD MUNICIPAL EMPLOYEES CREDIT UNION,% SARA SHEAHAN,634 N CHURCH ST,ROCKFORD,IL,61103-6915,0,14,3,1000,194207,2,0,251603000,5,1,201912.0,8,5,1,0,12,19855511.0,758324.0,758324.0,,0841
393,366124273,ARCHER HEIGHTS CREDIT UNION,% SALLIE NEWTON,6554 W ARCHER AVE,CHICAGO,IL,60638-2439,0,14,3,1000,196508,2,0,251603000,5,1,201912.0,8,5,1,0,12,17084358.0,786950.0,777050.0,,
394,366191374,COLLEGE & UNIVERSITY CREDIT UNION,,1901 W CARROLL AVE,CHICAGO,IL,60612-2401,0,14,3,1000,196802,2,0,251603000,5,1,201912.0,6,3,2,0,12,1090673.0,32746.0,32746.0,,
395,370213150,CHAMPAIGN POSTAL CREDIT UNION,% BRUCE SCHNEIER,PO BOX 3637,CHAMPAIGN,IL,61826-3637,0,14,3,1000,193407,2,0,251603000,5,1,201812.0,6,3,1,0,12,2200013.0,70382.0,70382.0,,
396,370213160,CHAMPAIGN COUNTY SCHOOLS EMPLOYEES CREDIT UNION,,1203 S MATTIS AVE,CHAMPAIGN,IL,61821-4827,0,14,3,1000,200108,2,0,0,1,1,201912.0,8,5,1,0,12,13902074.0,637829.0,637829.0,W61,
397,370216685,COOPERATIVE CHOICE NETWORK CREDIT UNION,,3927 N UNIVERSITY ST STE C,PEORIA,IL,61614-6900,0,14,3,1000,193610,2,0,251603000,5,1,201912.0,9,7,1,0,12,123778802.0,5892132.0,5862724.0,,
398,370286192,GALESBURG BURLINGTON CREDIT UNION,,476 E SOUTH ST,GALESBURG,IL,61401-5069,0,14,3,1000,194109,2,0,251603000,5,1,201912.0,8,6,1,0,12,40595419.0,1627508.0,1627508.0,,
399,370287741,UNITED COMMUNITY CREDIT UNION,,1001 VERMONT ST,QUINCY,IL,62301-3051,0,14,3,1000,194203,2,0,251603000,5,1,201912.0,9,7,1,0,12,89429822.0,5091100.0,5061100.0,,
400,370459120,PEORIA BELL CREDIT UNION,% STAN HILDERBAND,8103 N UNIVERSITY ST,PEORIA,IL,61615-1842,0,14,3,1000,193512,2,0,251603000,5,1,201912.0,7,4,1,0,12,6866485.0,262477.0,262477.0,,
401,370460215,PEORIA POSTAL CREDIT UNION,,PO BOX 1215,PEORIA,IL,61654-1215,0,14,3,1000,194109,2,0,251603000,5,1,201912.0,8,5,1,0,12,10639498.0,522171.0,522171.0,,
402,370527910,FINANCIAL PARTNERS CREDIT UNION,,940 N MACARTHUR BLVD,SPRINGFIELD,IL,62702-2308,0,14,3,1000,193601,2,0,251603000,5,1,201912.0,7,4,1,0,12,8431385.0,456418.0,456418.0,,
403,370560167,UNIVERSITY OF ILLINOIS COMMUNITY CREDIT UNION,% COURTNEY SANDERS,2201 S 1ST ST,CHAMPAIGN,IL,61820-7402,0,14,3,1000,194109,2,0,251603000,5,1,201912.0,9,8,1,0,12,372591758.0,24967436.0,24967436.0,,
404,370560695,URBANA POSTAL CREDIT UNION,,PO BOX 17337,URBANA,IL,61803-7337,0,14,3,1000,194109,2,0,251603000,5,1,201712.0,5,3,2,0,12,860602.0,47865.0,47865.0,,
405,370560807,UNITED EQUITY CREDIT UNION,,1130 E PERSHING RD,DECATUR,IL,62526-4753,0,14,3,1000,194110,2,0,251603000,5,1,201812.0,8,6,1,0,12,39337325.0,1724643.0,1717143.0,,
406,370564965,LANDMARK CREDIT UNION,% LAND,506 W FAIRCHILD ST,DANVILLE,IL,61832-3802,0,14,3,1000,194401,2,0,251603000,5,1,201912.0,9,6,1,0,12,95362880.0,3890853.0,3890853.0,W61,
407,370580723,1ST MIDAMERICA CREDIT UNION,% NA,731 E BETHALTO DR,BETHALTO,IL,62010-1872,0,14,3,1000,195506,2,0,251603000,5,1,201812.0,9,8,1,0,12,751703026.0,43734489.0,43734489.0,,
408,370628078,MOTOR COACH EMPLOYEES CREDIT UNION,,801 N 47TH ST,E SAINT LOUIS,IL,62205-2175,0,14,3,1000,196501,2,0,251603000,5,1,201812.0,6,4,1,0,12,2060607.0,191220.0,191220.0,,
409,370643547,LAND OF LINCOLN CREDIT UNION,,4850 E PROSPERITY PL,DECATUR,IL,62521-5102,0,14,3,1000,193407,2,0,251603000,5,1,201912.0,9,8,1,0,12,259368467.0,19759544.0,17588058.0,,
410,370646158,CATHOLIC & COMMUNITY CREDIT UNION,,1109 HARTMAN LN,SHILOH,IL,62221-7916,0,14,3,1000,195508,2,0,251603000,5,1,201912.0,9,7,1,0,12,135689687.0,6581754.0,6311625.0,,
411,370653843,CENTRAL ILLINOIS CREDIT UNION,,2106 W JOHN ST,CHAMPAIGN,IL,61821-3612,0,14,3,1000,194906,2,0,251603000,5,1,201912.0,8,5,1,0,12,18326212.0,947992.0,947992.0,,
412,370693937,REDBRAND CREDIT UNION,,PO BOX 4128,BARTONVILLE,IL,61607-0128,0,14,3,1000,195406,2,0,251603000,5,1,201912.0,9,6,1,0,12,59079013.0,3496982.0,3496982.0,,
413,370694528,GALE CREDIT UNION,% JENNIFER ROGERS,631 N HENDERSON ST,GALESBURG,IL,61401-2513,0,14,3,1000,194806,2,0,251603000,5,1,201912.0,8,6,1,0,12,27248915.0,1332994.0,1332994.0,,
414,370699539,I R S E CREDIT UNION,,3101 CONSTITUTION DRIVE,SPRINGFIELD,IL,62704-6728,0,14,3,1000,195007,2,0,251603000,5,1,201912.0,7,4,1,0,12,8663290.0,304816.0,304816.0,,
415,370712846,DECATUR POSTAL CREDIT UNION,% BECKY FLANDERS,214 N FRANKLIN ST BOX 104-A,DECATUR,IL,62523-1353,0,14,3,1000,193407,2,0,251603000,5,1,201912.0,7,4,1,0,12,7257126.0,252354.0,252354.0,,
416,370715957,PEORIA HIWAY CREDIT UNION,,1025 W DETWEILLER DR,PEORIA,IL,61615-2064,0,14,3,1000,195109,2,0,251603000,5,1,201912.0,6,4,1,0,12,3277442.0,197631.0,197631.0,,
417,370722141,SIU CREDIT UNION,,PO BOX 2888,CARBONDALE,IL,62902-2888,0,14,3,1000,194202,2,0,251603000,5,1,201912.0,9,8,1,0,12,334939462.0,19327098.0,19309781.0,,
418,370724545,COMMUNITY PLUS FEDERAL CREDIT UNION,,PO BOX 255,RANTOUL,IL,61866-0255,0,14,3,1000,195604,2,0,251603000,5,1,,8,5,0,0,8,,,,,
419,370732817,SCOTT CREDIT UNION,% SCOTT PETERS,101 CREDIT UNION WAY,EDWARDSVILLE,IL,62025-3504,0,14,3,1000,194706,2,0,251603000,5,1,201812.0,9,9,1,0,12,1219604280.0,64499920.0,64499920.0,,
420,370733284,ELECTROGAS CREDIT UNION,% GAS CREDIT UNION,700 OAKWOOD AVE,ALTON,IL,62002-5238,0,14,3,1000,194706,2,0,251603000,5,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,,
421,370758317,DECATUR POLICEMEN CREDIT UNION,,707 W SOUTH SIDE DR,DECATUR,IL,62521-4021,0,14,3,1000,194408,2,0,251603000,5,1,201912.0,7,4,1,0,12,5017087.0,139486.0,139486.0,,
422,370765209,TAYLORVILLE COMMUNITY CREDIT UNION,,422 W MAIN CROSS ST,TAYLORVILLE,IL,62568-2156,0,14,3,1000,195607,2,0,251603000,5,1,201912.0,9,6,1,0,12,61668254.0,3204775.0,3080313.0,,
423,370765989,BLOOMINGTON POSTAL EMPLOYEES CREDIT UNION,% CAROLYN MARDIS,PO BOX 82,BLOOMINGTON,IL,61702-0082,0,14,3,1000,193504,2,0,251603000,5,1,201912.0,8,5,1,0,12,22783168.0,827844.0,827844.0,,
424,370767119,PEORIA CITY EMPLOYEES CREDIT UNION,,505 NE MONROE,PEORIA,IL,61603-3766,0,14,3,1000,195510,2,0,251603000,5,1,201912.0,7,4,1,0,12,5363516.0,236925.0,236925.0,,
425,370767426,BLAW KNOX CREDIT UNION,,215 S 17TH ST,MATTOON,IL,61938-3901,0,14,3,1000,195706,2,0,251603000,5,1,201912.0,8,5,1,0,12,10547382.0,520125.0,520125.0,,
426,370767435,CREDIT UNION 1,,200 E CHAMPAIGN AVE,RANTOUL,IL,61866-2930,0,14,3,1000,195802,2,0,251603000,5,1,201812.0,9,9,1,0,12,845293551.0,51226957.0,50527357.0,,
427,370769914,ADM CREDIT UNION,,3695 E WILLIAM STREET RD,DECATUR,IL,62521-1658,0,14,3,1000,200107,2,0,0,5,1,201912.0,8,5,1,0,12,14843608.0,891317.0,891317.0,W61,
428,370771458,ILLINOIS EDUCATORS CREDIT UNION,,3101 MONTVALE DR,SPRINGFIELD,IL,62704-4260,0,14,3,1000,194205,2,0,251603000,5,1,201812.0,9,6,1,0,12,58283995.0,3643583.0,3639970.0,,
429,370773939,QUINCY POSTAL EMPLOYEES CREDIT UNION,,PO BOX 3003,QUINCY,IL,62305-3003,0,14,3,1000,193409,2,0,251603000,5,1,201812.0,6,3,1,0,12,2407872.0,69953.0,69953.0,,
430,370790109,I B E W LOCAL 146 CREDIT UNION,,3390 N WOODFORD ST,DECATUR,IL,62526-2838,0,14,3,1000,195801,2,0,251603000,5,1,201912.0,6,4,1,0,12,3819243.0,137927.0,137927.0,,
431,370790402,SPRINGFIELD CITY EMPLOYEES CREDIT UNION,,300 SOUTH SEVENTH STREET ROOM B-4,SPRINGFIELD,IL,62701-1929,0,14,3,1000,195806,2,0,251603000,5,1,201812.0,8,4,1,0,12,10479668.0,389277.0,389277.0,,
432,370797918,CARBONDALE HIGHWAY CREDIT UNION,,PO BOX 713,CARBONDALE,IL,62903-0713,0,14,3,1000,196303,2,0,251603000,5,1,201812.0,6,4,1,0,12,4758334.0,180538.0,180538.0,,
433,370799781,TAZEWELL COUNTY SCHOOL EMPLOYEE CREDIT UNION,% CHARLES P JUSKA,1470 VALLE VISTA BLVD,PEKIN,IL,61554-6279,0,14,3,1000,195008,2,0,251603000,5,1,201912.0,8,5,1,0,12,20895696.0,661995.0,661995.0,,
434,370805312,I S U CREDIT UNION,,1309 S CENTER ST,NORMAL,IL,61761-3458,0,14,3,1000,196003,2,0,251603000,5,1,201812.0,9,7,1,0,12,129758449.0,8133721.0,8118231.0,,
435,370806563,STATE EMPLOYEES CREDIT UNION,,4500 COLLEGE AVENUE,ALTON,IL,62002-5012,0,14,3,1000,195208,2,0,251603000,5,1,201912.0,7,4,1,0,12,6095356.0,439992.0,439992.0,,
436,370807500,ASH EMPLOYEES CREDIT UNION,,PO BOX 644,ANNA,IL,62906-0644,0,14,3,1000,195207,2,0,251603000,5,1,201912.0,6,4,1,0,12,4389025.0,254567.0,254567.0,,
